[11/18/15 12:07AM]	Login from host 184.100.19.124, serial number: null	
[11/24/15 11:36PM]	Login from host 127.0.0.1, serial number: 31W3B4220150505092902.000000-420	
[1/16/16 09:57PM]	Player dropping item: 20001, amount: 1	
[1/16/16 09:58PM]	Player dropping item: 386, amount: 100	
[1/16/16 09:58PM]	Player dropping item: 1061, amount: 1	
[1/16/16 09:58PM]	Player dropping item: 1007, amount: 1	
[1/16/16 09:58PM]	Player dropping item: 1351, amount: 1	
[1/16/16 09:58PM]	Player dropping item: 1265, amount: 1	
[1/17/16 02:45AM]	Jonny received a Purple halloween mask from Rock Crab	
[1/17/16 02:46AM]	Jonny received a White halloween mask from Rock Crab	
[1/17/16 02:52AM]	Player dropping item: 989, amount: 1	
[1/22/16 09:19PM]	Player dropping item: 11211, amount: 1	
[1/22/16 10:17PM]	Player dropping item: 13008, amount: 1	
[1/22/16 10:17PM]	Player dropping item: 227, amount: 1	
[1/22/16 10:18PM]	Player dropping item: 227, amount: 1	
[1/22/16 10:18PM]	Player dropping item: 227, amount: 1	
[1/24/16 04:05AM]	Player dropping item: 21051, amount: 1	
[1/24/16 04:05AM]	Player dropping item: 557, amount: 10001	
[1/24/16 04:06AM]	Player dropping item: 565, amount: 9988	
[1/24/16 04:48AM]	Player dropping item: 555, amount: 99964	
[2/14/16 06:31PM]	Player dropping item: Letter (4204), amount: 1	
[2/14/16 06:37PM]	Player dropping item: Pet Rock crab (13001), amount: 1	
[2/14/16 06:46PM]	Player dropping item: Pet Rock crab (13002), amount: 1	
[2/15/16 08:15PM]	Player dropping item: Pet Rock crab (13003), amount: 1	
[2/15/16 08:16PM]	Player dropping item: Pet Rock crab (13007), amount: 1	
[2/15/16 08:16PM]	Player dropping item: Pet Rock crab (13006), amount: 1	
[2/15/16 08:16PM]	Player dropping item: Pet Rock crab (13005), amount: 1	
[2/15/16 08:16PM]	Player dropping item: Pet Rock crab (13004), amount: 1	
[2/15/16 08:21PM]	Player dropping item: Helm (class 4) (14373), amount: 1	
[2/15/16 08:21PM]	Player looting item: Helm (class 4) (14373), amount: 1	
[2/15/16 09:12PM]	Player dropping item: Pickaxe (class 4) (14128), amount: 1	
[2/15/16 09:12PM]	Player looting item: Pickaxe (class 4) (14128), amount: 1	
[2/19/16 10:26PM]	Player dropping item: Water rune (555), amount: 9994 from the computer address: null	
[2/20/16 12:19AM]	Player dropping item: Hatchet (class 2) (14134), amount: 1 from the computer address: null	
[2/20/16 12:19AM]	Player looting item: Hatchet (class 2) (14134), amount: 1 from the computer address: null	
[2/20/16 01:50AM]	Player looting item: Armadyl crossbow (21075), amount: 1 from the computer address: null	
[2/20/16 01:52AM]	Player dropping item: Dungeoneering master cape (19709), amount: 1 from the computer address: null	
[2/20/16 01:53AM]	Player looting item: Armadyl crossbow (21075), amount: 1 from the computer address: null	
[2/23/16 11:44AM]	Player looting item: Toxic blowpipe (12926), amount: 1 from the computer address: null	
[2/23/16 12:00PM]	Player looting item: Toxic blowpipe (12926), amount: 1 from the computer address: null	
[2/23/16 12:00PM]	Player looting item: Toxic blowpipe (12926), amount: 1 from the computer address: null	
[2/25/16 07:54PM]	Player dropping item: Logs (1511), amount: 1 from the computer address: null	
[2/25/16 07:54PM]	Player looting item: Logs (1511), amount: 1 from the computer address: null	
[2/25/16 07:54PM]	Player dropping item: Logs (1511), amount: 1 from the computer address: null	
[2/25/16 07:55PM]	Player looting item: Logs (1511), amount: 1 from the computer address: null	
[2/25/16 07:55PM]	Player dropping item: Logs (1511), amount: 1 from the computer address: null	
[2/25/16 07:55PM]	Player looting item: Logs (1511), amount: 1 from the computer address: null	
[2/25/16 07:55PM]	Player dropping item: Logs (1511), amount: 1 from the computer address: null	
[2/26/16 07:32PM]	Player dropping item: Rune knife (p++) (5667), amount: 1 from the computer address: null	
[2/26/16 07:37PM]	Player dropping item: Toxic staff of the dead (21077), amount: 1 from the computer address: null	
[2/26/16 07:37PM]	Player dropping item: Toxic staff of the dead (21077), amount: 1 from the computer address: null	
[2/26/16 07:38PM]	Player dropping item: Toxic staff of the dead (21077), amount: 1 from the computer address: null	
[3/3/16 10:46AM]	Player dropping item: Shortbow (u) (50), amount: 1 from the computer address: null	
[3/3/16 10:49AM]	Player dropping item: Damaged Hammer (17401), amount: 1 from the computer address: null	
[3/3/16 12:57PM]	Player dropping item: Rocktail (15272), amount: 1 from the computer address: null	
[3/3/16 12:57PM]	Player dropping item: Rocktail (15272), amount: 1 from the computer address: null	
[3/3/16 09:42PM]	Player dropping item: Rune crossbow (9185), amount: 1 from the computer address: null	
[3/5/16 02:37AM]	Player dropping item: Unarmed (21080), amount: 1 from the computer address: null	
[3/5/16 02:37AM]	Player dropping item: Unarmed (21080), amount: 1 from the computer address: null	
[3/5/16 02:57AM]	Player dropping item: Zulrah's scales (21080), amount: 101 from the computer address: null	
[3/5/16 02:58AM]	Player dropping item: Zulrah's scales (21080), amount: 7 from the computer address: null	
[3/5/16 10:27AM]	Player dropping item: Zulrah's scales (21080), amount: 100005 from the computer address: null	
[3/5/16 10:28AM]	Player dropping item: Zulrah's scales (21080), amount: 1 from the computer address: null	
[3/5/16 10:28AM]	Player dropping item: Zulrah's scales (21080), amount: 1 from the computer address: null	
[3/5/16 10:36AM]	Player dropping item: Zulrah's scales (21080), amount: 20011 from the computer address: null	
[3/5/16 11:06AM]	Player dropping item: Toxic staff of the dead (21077), amount: 1 from the computer address: null	
[3/5/16 11:20AM]	Player dropping item: Toxic staff of the dead (21077), amount: 1 from the computer address: null	
[3/5/16 11:21AM]	Player looting item: Toxic staff of the dead (21077), amount: 1 from the computer address: null	
[3/5/16 11:22AM]	Player dropping item: Toxic staff of the dead (21077), amount: 1 from the computer address: null	
[3/5/16 11:22AM]	Player looting item: Toxic staff of the dead (21077), amount: 1 from the computer address: null	
[3/5/16 11:25AM]	Player dropping item: Toxic staff of the dead (21077), amount: 1 from the computer address: null	
[3/5/16 11:25AM]	Player looting item: Toxic staff of the dead (21077), amount: 1 from the computer address: null	
[3/8/16 10:09AM]	Player dropping item: Skeleton mask (9925), amount: 1 from the computer address: null	
[3/8/16 10:10AM]	Player dropping item: Skeleton mask (9925), amount: 1 from the computer address: null	
[3/8/16 10:10AM]	Player dropping item: Skeleton mask (10728), amount: 1 from the computer address: null	
[3/10/16 05:25PM]	Player has bought the store item: Const. master cape (21053), amount: 1	
[3/12/16 12:00AM]	Player has sold item: Yellow partyhat (1040), amount: 1 to the store.	
[3/12/16 12:01AM]	Player has sold item: Abyssal whip (4151), amount: 1 to the store.	
[3/13/16 11:05PM]	Player has bought the store item: Logs (1511), amount: 1	
[3/13/16 11:05PM]	Player has bought the store item: Tinderbox (590), amount: 1	
[3/13/16 11:06PM]	Player has bought the store item: Raw dusk eel (17801), amount: 1	
[3/13/16 11:06PM]	Player has bought the store item: Logs (1511), amount: 1	
[3/13/16 11:06PM]	Player has bought the store item: Tinderbox (590), amount: 1	
[3/13/16 11:06PM]	Player has bought the store item: Logs (1511), amount: 5	
[3/13/16 11:20PM]	Player has bought the store item: Logs (1511), amount: 1	
[3/13/16 11:20PM]	Player has bought the store item: Tinderbox (590), amount: 1	
[3/13/16 11:20PM]	Player has bought the store item: Logs (1511), amount: 1	
[3/13/16 11:21PM]	Player has bought the store item: Raw salve eel (17811), amount: 1	
[3/13/16 11:28PM]	Player has bought the store item: Tinderbox (590), amount: 1	
[3/13/16 11:28PM]	Player has bought the store item: Logs (1511), amount: 5	
[3/13/16 11:28PM]	Player has bought the store item: Raw salve eel (17811), amount: 5	
[3/13/16 11:45PM]	Player dropping item: Coins (995), amount: 2100000000 from the computer address: null	
[3/17/16 06:26PM]	Player killed by Mysterio for item: Id: Mithril seeds(299), amount: 991	
[3/17/16 06:26PM]	Player killed by Mysterio for item: Id: Armadyl godsword(11694), amount: 1	
[3/19/16 10:01AM]	Player has bought the store item: Ranging flask (6) (14152), amount: 1	
[3/19/16 10:01AM]	Player has bought the store item: Ranging flask (6) (14152), amount: 5	
[3/19/16 10:02AM]	Player has bought the store item: Magic flask (6) (14403), amount: 1	
[3/19/16 10:02AM]	Player has bought the store item: Saradomin brew flask (6) (14128), amount: 1	
[3/19/16 10:02AM]	Player has bought the store item: Coif (class 3) (14415), amount: 1	
[3/19/16 10:02AM]	Player has bought the store item: Super defence flask (6) (14164), amount: 1	
[3/19/16 10:15AM]	Player has bought the store item: Saradomin brew flask (6) (14128), amount: 1	
[3/19/16 10:30AM]	Player dropping item: Saradomin brew flask (3) (14122), amount: 1 from the computer address: null	
[3/19/16 10:47AM]	Player has bought the store item: Saradomin brew flask (6) (14128), amount: 1	
[3/19/16 11:41AM]	Player has bought the store item: Super strength flask (6) (14176), amount: 1	
[3/19/16 11:45AM]	Player has bought the store item: Steel titan pouch (12790), amount: 1000	
[3/19/16 11:45AM]	Player has sold item: Steel titan pouch (12790), amount: 10 to the store.	
[3/19/16 11:45AM]	Player has sold item: Steel titan pouch (12790), amount: 8 to the store.	
[3/19/16 11:45AM]	Player has bought the store item: Steel titan pouch (12790), amount: 1000	
[3/19/16 11:45AM]	Player has sold item: Steel titan pouch (12790), amount: 10 to the store.	
[3/19/16 11:45AM]	Player has sold item: Steel titan pouch (12790), amount: 5 to the store.	
[3/19/16 11:45AM]	Player has bought the store item: Steel titan pouch (12790), amount: 100	
[3/19/16 11:45AM]	Player has sold item: Steel titan pouch (12790), amount: 10 to the store.	
[3/19/16 11:45AM]	Player has sold item: Steel titan pouch (12790), amount: 3 to the store.	
[3/19/16 01:12PM]	Player has bought the store item: Ranging flask (6) (14152), amount: 1	
[3/19/16 01:13PM]	Player has bought the store item: Golden tinderbox (2946), amount: 1	
[3/19/16 01:13PM]	Player has bought the store item: Golden tinderbox (2946), amount: 1	
[3/19/16 01:13PM]	Player has bought the store item: Maple logs (1517), amount: 1	
[3/19/16 01:13PM]	Player has bought the store item: Yew logs (1515), amount: 1	
[3/19/16 01:22PM]	Player has bought the store item: Cannonball (2), amount: 1000	
[3/19/16 03:59PM]	Player dropping item: Coins (995), amount: 78126883 from the computer address: null	
[3/19/16 05:17PM]	Player has bought the store item: Super strength flask (6) (14176), amount: 1	
[3/19/16 05:17PM]	Player has bought the store item: Super attack flask (6) (14188), amount: 1	
[3/19/16 05:17PM]	Player has bought the store item: Coif (class 3) (14415), amount: 1	
[3/19/16 05:30PM]	Player has bought the store item: Super attack flask (6) (14188), amount: 1	
[3/19/16 05:38PM]	Player has bought the store item: Ranging flask (6) (14152), amount: 10	
[3/19/16 06:31PM]	Player has bought the store item: Saradomin brew flask (6) (14427), amount: 1	
[3/19/16 06:31PM]	Player has bought the store item: Saradomin brew flask (6) (14427), amount: 1	
[3/19/16 06:32PM]	Player dropping item: Saradomin brew flask (6) (14427), amount: 1 from the computer address: null	
[3/19/16 06:32PM]	Player looting item: Saradomin brew flask (6) (14427), amount: 1 from the computer address: null	
[3/19/16 06:45PM]	Player has bought the store item: Super restore flask (6) (14415), amount: 1	
[3/19/16 08:05PM]	Player has bought the store item: Saradomin brew flask (6) (14427), amount: 1	
[3/19/16 09:49PM]	Player dropping item: Shark (386), amount: 14 from the computer address: null	
[3/19/16 09:49PM]	Player looting item: Shark (386), amount: 14 from the computer address: null	
[3/19/16 10:16PM]	Player dropping item: Spirit shards (18016), amount: 2000000000 from the computer address: null	
[3/19/16 10:17PM]	Player dropping item: Spirit shards (18016), amount: 1000000000 from the computer address: null	
[3/21/16 10:07PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:07PM]	Jonny has done command home!	
[3/21/16 10:08PM]	Jonny has done command npc 947!	
[3/21/16 10:08PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:08PM]	Jonny has done command home!	
[3/21/16 10:09PM]	Jonny has done command npc 947!	
[3/21/16 10:09PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:09PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:11PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:13PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:13PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:13PM]	Jonny has done command npc 947!	
[3/21/16 10:13PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:13PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:14PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:14PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:14PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:15PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:15PM]	Jonny has done command npc 947!	
[3/21/16 10:15PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:16PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:28PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:28PM]	Jonny has done command npc 947!	
[3/21/16 10:29PM]	Jonny has done command item 14484 28!	
[3/21/16 10:29PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:29PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:30PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:30PM]	Jonny has done command npc 947!	
[3/21/16 10:31PM]	Player dropping item: Dragon claws (14484), amount: 1 from the computer address: null	
[3/21/16 10:31PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:31PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:33PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:36PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:36PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:36PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:37PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:37PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:38PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:39PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:39PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:59PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 10:59PM]	Player dropping item: Coins (995), amount: 611640035 from the computer address: null	
[3/21/16 10:59PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:01PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:03PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:03PM]	Jonny has done command npc 947!	
[3/21/16 11:03PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:03PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:04PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:04PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:04PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:04PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:05PM]	Jonny has done command bank!	
[3/21/16 11:05PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:06PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:06PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:07PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:07PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:07PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:07PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:22PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:22PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:44PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:44PM]	Jonny has done command yell yo	
[3/21/16 11:46PM]	Jonny has done command npc 947	
[3/21/16 11:46PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:47PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:47PM]	Jonny has done command empty	
[3/21/16 11:47PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:47PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:48PM]	Player dropping item: Coins (995), amount: 1500000000 from the computer address: null	
[3/21/16 11:48PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:48PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:49PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:49PM]	Jonny has done command item 14484 1	
[3/21/16 11:49PM]	Jonny has done command npc 947	
[3/21/16 11:50PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:50PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:57PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:57PM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:57PM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/21/16 11:57PM]	Jonny has done command item 14484 10	
[3/22/16 12:04AM]	Player killed by Dc Blitz for item: Id: Coins(995), amount: 2	
[3/22/16 12:04AM]	Player killed by Dc Blitz for item: Id: Dragon claws(14484), amount: 1	
[3/22/16 12:04AM]	Player killed by Dc Blitz for item: Id: Dragon claws(14484), amount: 1	
[3/22/16 12:04AM]	Player killed by Dc Blitz for item: Id: Dragon claws(14484), amount: 1	
[3/22/16 12:04AM]	Player killed by Dc Blitz for item: Id: Dragon claws(14484), amount: 1	
[3/22/16 12:04AM]	Player killed by Dc Blitz for item: Id: Dragon claws(14484), amount: 1	
[3/22/16 12:04AM]	Player killed by Dc Blitz for item: Id: Dragon claws(14484), amount: 1	
[3/22/16 12:04AM]	Player killed by Dc Blitz for item: Id: Dragon claws(14484), amount: 1	
[3/22/16 12:04AM]	Player killed by Dc Blitz for item: Id: Dragon claws(14484), amount: 1	
[3/22/16 12:04AM]	Player killed by Dc Blitz for item: Id: Dragon claws(14484), amount: 1	
[3/22/16 12:04AM]	Player killed by Dc Blitz for item: Id: Dragon claws(14484), amount: 1	
[3/22/16 12:04AM]	Player killed by Dc Blitz for item: Id: Completionist Cape(21085), amount: 1	
[3/22/16 12:04AM]	Player killed by Dc Blitz for item: Id: Abyssal vine whip(21372), amount: 1	
[3/22/16 12:04AM]	Player killed by Dc Blitz for item: Id: Unarmed(14119), amount: 1	
[3/22/16 12:27AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 12:28AM]	Jonny has done command npc 947	
[3/22/16 12:28AM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 12:29AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 12:37AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 12:37AM]	Jonny has done command npc 947	
[3/22/16 12:37AM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 12:38AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 12:44AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 12:44AM]	Jonny has done command npc 947	
[3/22/16 12:45AM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 12:45AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 12:50AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 12:51AM]	Jonny has done command item 995 500m	
[3/22/16 12:51AM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 12:52AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 12:52AM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 12:53AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 12:53AM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 12:53AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 12:53AM]	Jonny has done command item 1040 1	
[3/22/16 12:54AM]	Jonny has done command find magic flask	
[3/22/16 12:54AM]	Jonny has done command item 14152 1	
[3/22/16 12:56AM]	Jonny has done command dzone	
[3/22/16 12:58AM]	Jonny has done command find grimy	
[3/22/16 12:58AM]	Jonny has done command find grimy	
[3/22/16 01:03AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 01:03AM]	Jonny has done command dzone	
[3/22/16 01:11AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 01:11AM]	Player dropping item: Grimy guam (200), amount: 3 from the computer address: null	
[3/22/16 01:11AM]	Player dropping item: Grimy ranarr (208), amount: 5 from the computer address: null	
[3/22/16 01:11AM]	Player dropping item: Grimy dwarf weed (218), amount: 2 from the computer address: null	
[3/22/16 01:11AM]	Player dropping item: Grimy marrentill (202), amount: 2 from the computer address: null	
[3/22/16 01:12AM]	Jonny has done command teleto dc blitz	
[3/22/16 01:12AM]	Jonny has done command spawn dragon scim:1	
[3/22/16 01:13AM]	Jonny has done command spec	
[3/22/16 01:17AM]	Jonny has done command setlevel 5 1	
[3/22/16 01:18AM]	Jonny has done command setlevel 5 99	
[3/22/16 01:20AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 01:26AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 01:26AM]	Jonny has done command spawn third-age mage hat	
[3/22/16 01:26AM]	Jonny has done command spawn third-age mage hat:1	
[3/22/16 01:27AM]	Jonny has done command dzone	
[3/22/16 01:29AM]	Jonny has done command npc 536	
[3/22/16 01:29AM]	Jonny has done command ezone	
[3/22/16 01:31AM]	Jonny has done command item 10388 1	
[3/22/16 01:36AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 02:13AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 02:14AM]	Jonny has done command npc 947	
[3/22/16 02:14AM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 02:14AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 02:15AM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 02:15AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 02:17AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 02:17AM]	Jonny has done command npc 947	
[3/22/16 02:18AM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 02:18AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 02:20AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 02:20AM]	Jonny has done command npc 947	
[3/22/16 02:20AM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 02:20AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 09:05AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 09:05AM]	Jonny has done command npc 947	
[3/22/16 09:06AM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 09:06AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 09:16AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 09:16AM]	Jonny has done command npc 947	
[3/22/16 09:16AM]	Jonny has done command item 995 500m	
[3/22/16 09:16AM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 09:17AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 09:17AM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 09:19AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 09:20AM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 09:20AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 09:27AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 09:27AM]	Jonny has done command npc 947	
[3/22/16 09:27AM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 09:27AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 09:28AM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 09:28AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 09:34AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 09:34AM]	Jonny has done command npc 947	
[3/22/16 09:34AM]	Jonny has done command item 995 500m	
[3/22/16 09:35AM]	Logout from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 09:35AM]	Login from host 127.0.0.1, Computer Address: 455532813	
[3/22/16 09:36AM]	Login from host 127.0.0.1, Computer Address: 455532813	
